,,,,,,,,,,,,,,,,,,,,,
Start,Start Country,Start Lat,Start Long,End,End Country,End Lat,End Long,Year, Price , lower bound , upper bound ,CCY, USD equiv , USD equiv avg ,1 person?,Nationality of Migrant,Nationality of Smuggler,Service,Via,Source,Comment
Izmir,Turkey,,,Greece,Greece,,,2015,"  1,100 ",,,USD,"  1,100 ","  1,100 ",TRUE,,,Boat,,"Facebook, 22 July 2015, https://www.facebook.com/pages/%D8%AA%D9%87%D8%B1%D9%8A%D8%A8-%D9%85%D9%86-%D8%A7%D8%B2%D9%85%D9%8A%D8%B1-%D8%A7%D9%84%D9%89-%D8%A3%D9%88%D8%B1%D8%A8%D8%A7/462807273896738?ref=profile",Inflatable boat
Izmir,Turkey,,,Greece,Greece,,,2015,"  2,200 ",,,EUR,"  2,440 ","  2,440 ",TRUE,,,Boat,,"Facebook, 22 July 2015, https://www.facebook.com/pages/%D8%AA%D9%87%D8%B1%D9%8A%D8%A8-%D9%85%D9%86-%D8%A7%D8%B2%D9%85%D9%8A%D8%B1-%D8%A7%D9%84%D9%89-%D8%A3%D9%88%D8%B1%D8%A8%D8%A7/462807273896738?ref=profile","16-meter boat, supposedly"
Izmir,Turkey,,,Greece,Greece,,,2015,"  2,300 ",,,EUR,"  2,300 ","  2,300 ",TRUE,,,Boat,,"Facebook, 21 July 2015, https://www.facebook.com/permalink.php?story_fbid=470831006427698&id=462807273896738","""Yacht"""
Izmir,Turkey,,,Mytilene,Greece,,,2015,"  1,000 ",,,USD,"  1,000 ","  1,000 ",TRUE,,,Boat,,"Facebook, 14 July 2015, https://www.facebook.com/permalink.php?story_fbid=468380476672751&id=462807273896738",Inflatable boat
Turkey,Turkey,,,Austria,Austria,,,2015,"  3,000 ",,,EUR,"  3,330 ","  3,330 ",TRUE,,,Overland,Greece,"Facebook, 13 July 2015, https://www.facebook.com/permalink.php?story_fbid=467715676739231&id=462807273896738","Unclear how they're getting to Greece, but then walk and car to Austria. €1500 to be paid in Turkey, rest on arrival"
Izmir,Turkey,,,Greece,Greece,,,2015,"  2,000 ",,,EUR,"  2,220 ","  2,220 ",TRUE,,,Boat,,"Facebook, 7 July 2015, https://www.facebook.com/permalink.php?story_fbid=465891936921605&id=462807273896738","Payment on arrival. ""16-meter yacht"""
Greece,Greece,,,Germany,Germany,,,2015,"  3,600 ",,,USD,"  3,600 ","  3,600 ",TRUE,,,Unknown,,"Facebook, 6 July 2015, https://www.facebook.com/permalink.php?story_fbid=464976370346495&id=462807273896738&comment_id=465342370309895&offset=0&total_comments=21&comment_tracking=%7B%22tn%22%3A%22R9%22%7D","Google translate says ""flying or through righteousness."" I have no clue what that could possibly mean."
Turkey,Turkey,,,Europe,Europe,,,2015,"  10,000 ",,,EUR,"  11,110 ","  11,110 ",TRUE,,,Plane,,"Facebook, 6 July 2015, https://www.facebook.com/permalink.php?story_fbid=463956043781861&id=462807273896738&comment_id=465445976966201&reply_comment_id=465446853632780&total_comments=4&comment_tracking=%7B%22tn%22%3A%22R3%22%7D",Price includes visa
Turkey,Turkey,,,Thessaloniki,Greece,,,2015,  800 ,,,USD,  800 ,  800 ,TRUE,,,Overland (multiple modes),,"Facebook, 27 July 2015, https://www.facebook.com/groups/1624421144505255/permalink/1638070789806957/?comment_id=1638110553136314&offset=0&total_comments=47&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",
Istanbul,Turkey,,,Greece,Greece,,,2015,,"  1,100 ","  1,700 ",USD, 1100-1700 ,"  1,400 ",TRUE,,,Boat,,"Facebook, 24 July 2015, https://www.facebook.com/groups/1624421144505255/permalink/1636888866591816/?comment_id=1636893329924703&offset=450&total_comments=494&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",
Istanbul,Turkey,,,Greece,Greece,,,2015,"  2,000 ",,,EUR,"  2,200 ","  2,200 ",TRUE,,,Boat,,"Facebook, 24 July 2015, https://www.facebook.com/groups/1624421144505255/permalink/1636888866591816/?comment_id=1636893329924703&offset=450&total_comments=494&comment_tracking=%7B%22tn%22%3A%22R9%22%7D","""Yacht"""
Istanbul,Turkey,,,Samos,Greece,,,2015,  900 ,,,USD,  900 ,  900 ,TRUE,,,Overland and boat,,"Facebook, 24 July 2015, https://www.facebook.com/groups/1624421144505255/permalink/1636888866591816/?comment_id=1636928813254488&offset=350&total_comments=494&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",
Istanbul,Turkey,,,Mytilene,Greece,,,2015,  900 ,,,USD,  900 ,  900 ,TRUE,,,Overland and boat,Bodrum,"Facebook, 24 July 2015, https://www.facebook.com/groups/1624421144505255/permalink/1636888866591816/?comment_id=1637019056578797&offset=200&total_comments=494&comment_tracking=%7B%22tn%22%3A%22R9%22%7D","Overland to Bodrum, then boat"
Turkey,Turkey,,,Samos,Greece,,,2015,  900 ,,,USD,  900 ,  900 ,TRUE,,,Boat,,"Facebook, 27 July 2015, https://www.facebook.com/groups/1624421144505255/permalink/1632829626997740/?comment_id=1638187963128573&offset=0&total_comments=65&comment_tracking=%7B%22tn%22%3A%22R1%22%7D",Departure from somewhere on the coast between Bodrum and Izmir
Budapest,Hungary,,,Germany,Germany,,,2015,  550 ,,,EUR,  610 ,  610 ,TRUE,,,Car,,"Facebook, 25 July 2015, https://www.facebook.com/groups/1624421144505255/permalink/1637539359860100/?comment_id=1637561079857928&offset=0&total_comments=100&comment_tracking=%7B%22tn%22%3A%22R9%22%7D","To ""first city in Germany"""
Turkey,Turkey,,,Thessaloniki,Greece,,,2015,"  1,600 ",,,EUR,"  1,780 ","  1,780 ",TRUE,,,Overland and boat,,"Facebook, 27 July 2015, https://www.facebook.com/permalink.php?story_fbid=1477107982602397&id=100009096294097",
Izmir,Turkey,,,Mytilene,Greece,,,2015,"  1,150 ",,,USD,"  1,150 ","  1,150 ",TRUE,,,Boat,,"Facebook, 27 July 2015, https://www.facebook.com/permalink.php?story_fbid=1476841452629050&id=100009096294097",
Libya,Libya,,,Italy,Italy,,,2015,"  4,500 ",,,USD,"  4,500 ","  4,500 ",TRUE,Syrian,,Boat,,"Facebook, 28 July 2015, https://www.facebook.com/groups/379658938896867/permalink/391044067758354/",
Izmir,Turkey,,,Mytilene,Greece,,,2015,  850 ,,,USD,  850 ,  850 ,TRUE,Syrian,,Boat,,"Facebook, 29 June 2015, https://www.facebook.com/groups/379658938896867/permalink/382066845322743/",
Bodrum,Turkey,,,Kos,Greece,,,2015,"  1,000 ",,,USD,"  1,000 ","  1,000 ",TRUE,,,Boat,,"Facebook, 27 July 2015, https://www.facebook.com/groups/379658938896867/permalink/390529437809817/",
Kos,Greece,,,Germany,Germany,,,2015,"  1,500 ",,,USD,"  1,500 ","  1,500 ",TRUE,,,Unknown,,"Facebook, 27 July 2015, https://www.facebook.com/groups/379658938896867/permalink/390529437809817/",
Istanbul,Turkey,,,Greece,Greece,,,2015,"  2,500 ",,,EUR,"  2,780 ","  2,780 ",TRUE,,,Car,,"Facebook, 27 July 2015, https://www.facebook.com/groups/379658938896867/permalink/389663367896424/?comment_id=390464347816326&offset=0&total_comments=10&comment_tracking=%7B%22tn%22%3A%22R3%22%7D",Later comments make clear it's from Istanbul. To mainland Greece
Istanbul,Turkey,,,Greece,Greece,,,2015,"  1,100 ",,,EUR,"  1,100 ","  1,100 ",TRUE,,,Boat,,"Facebook, 27 July 2015, https://www.facebook.com/groups/379658938896867/permalink/389663367896424/?comment_id=390464347816326&offset=0&total_comments=10&comment_tracking=%7B%22tn%22%3A%22R3%22%7D",Later comments make clear it's from Istanbul. To mainland Greece
Turkey,Turkey,,,Greece,Greece,,,2015,  600 ,,,USD,  600 ,  600 ,TRUE,,,Car,,"Facebook, 27 July 2015, https://www.facebook.com/groups/379658938896867/permalink/390671724462255/",To first city in Greece
Bodrum,Turkey,,,Athens,Greece,,,2015,"  2,400 ",,,USD,"  2,400 ","  2,400 ",TRUE,,,Boat,,"Facebook, 25 July 2015, https://www.facebook.com/groups/379658938896867/permalink/389933921202702/","""Yacht."" Plus overland connection to Athens"
Turkey,Turkey,,,Italy,Italy,,,2015,"  7,500 ",,,EUR,"  8,330 ","  8,330 ",TRUE,,,Unknown,,"Facebook, 25 July 2015, https://www.facebook.com/groups/379658938896867/permalink/389933454536082/","Plus Schengen visa ""from Italian embassy in Turkey"""
Turkey,Turkey,,,Finland,Finland,,,2015,"  6,000 ",,,USD,"  6,000 ","  6,000 ",TRUE,,,Overland and boat,"Greece, Serbia, Denmark","Facebook, 15 July 2015, https://www.facebook.com/groups/379658938896867/permalink/387426268120134/","Boat to Greece, train to Serbia, car to Denmark, then ""proceed to Finland"""
Serbia,Serbia,,,Austria,Austria,,,2015,"  2,000 ",,,EUR,"  2,220 ","  2,220 ",TRUE,,,Car,,"Facebook, 13 July 2015, https://www.facebook.com/groups/379658938896867/permalink/386877784841649/",
Turkey,Turkey,,,Germany,Germany,,,2015,,"  2,500 ","  3,000 ",USD, 2500-3000 ,"  2,750 ",TRUE,Syrian,,Car,,"Facebook, 8 July 2015, https://www.facebook.com/groups/379658938896867/permalink/385483898314371/",
Edirne,Turkey,,,Germany,Germany,,,2015,"  10,500 ",,,USD,"  10,500 ","  10,500 ",TRUE,,,Car,,"Facebook, 8 July 2015, https://www.facebook.com/groups/379658938896867/permalink/385480668314694/",
Turkey,Turkey,,,Austria,Austria,,,2015,"  10,500 ",,,USD,"  10,500 ","  10,500 ",TRUE,,,Car,,"Facebook, 8 July 2015, https://www.facebook.com/groups/379658938896867/permalink/385480668314694/",
Turkey,Turkey,,,Germany,Germany,,,2015,"  10,500 ",,,USD,"  10,500 ","  10,500 ",TRUE,,,Car,,"Facebook, 8 July 2015, https://www.facebook.com/groups/379658938896867/permalink/385480668314694/",
Turkey,Turkey,,,Sofia,Bulgaria,,,2015,"  2,600 ",,,USD,"  2,600 ","  2,600 ",TRUE,,,Car,,"Facebook, 8 July 2015, https://www.facebook.com/groups/379658938896867/permalink/385480668314694/",
Libya,Libya,,,Italy,Italy,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,Sudanese,,Boat,,"Facebook, 15 June 2015, https://www.facebook.com/groups/687059208071190/permalink/734691976641246/",
Egypt,Egypt,,,Tripoli,Libya,,,2015,"  1,100 ",,,USD,"  1,100 ","  1,100 ",TRUE,,,Overland,,"Facebook, 15 June 2015, https://www.facebook.com/groups/687059208071190/permalink/734691976641246/",
Egypt,Egypt,,,Italy,Italy,,,2015,"  2,100 ",,,USD,"  2,100 ","  2,100 ",TRUE,,,Boat,,"Facebook, 15 June 2015, https://www.facebook.com/groups/687059208071190/permalink/734691976641246/",
Budapest,Hungary,,,Austria,Austria,,,2015,  350 ,,,EUR,  390 ,  390 ,TRUE,,,Car,,"Facebook, 13 June 2015, https://www.facebook.com/groups/687059208071190/permalink/733451676765276/",
Budapest,Hungary,,,Germany,Germany,,,2015,  450 ,,,EUR,  500 ,  500 ,TRUE,,,Car,,"Facebook, 13 June 2015, https://www.facebook.com/groups/687059208071190/permalink/733451676765276/",
Egypt,Egypt,,,Italy,Italy,,,2015,"  2,200 ",,,USD,"  2,200 ","  2,200 ",TRUE,Palestinian,,Boat,,"Facebook, 11 June 2015, https://www.facebook.com/groups/687059208071190/permalink/732592660184511/",
Egypt,Egypt,,,Italy,Italy,,,2015,"  2,100 ",,,USD,"  2,100 ","  2,100 ",TRUE,Palestinian,,Overland and boat,Libya,"Facebook, 11 June 2015, https://www.facebook.com/groups/687059208071190/permalink/732592660184511/",Via Libya
Sudan,Sudan,,,Italy,Italy,,,2015,"  3,500 ",,,USD,"  3,500 ","  3,500 ",TRUE,,,Overland and boat,Libya,"Facebook, 7 June 2015, https://www.facebook.com/groups/687059208071190/permalink/730371103740000/",Via Libya
Turkey,Turkey,,,Austria,Austria,,,2015,"  4,800 ",,,EUR,"  5,330 ","  5,330 ",TRUE,,,Overland and boat,Greece,"Facebook, 4 June 2015, https://www.facebook.com/groups/687059208071190/permalink/728811983895912/?comment_id=729381013839009&offset=0&total_comments=3&comment_tracking=%7B%22tn%22%3A%22R0%22%7D","Boat to Greece, then overland to Austria (involving at least some walking)"
Turkey,Turkey,,,Italy,Italy,,,2015,,"  4,000 ","  5,000 ",EUR, 4440-5560 ,"  5,000 ",TRUE,,,Boat,Greece,"Facebook, 4 June 2015, https://www.facebook.com/groups/687059208071190/permalink/728816720562105/","Boat to Greece, then boat to Italy"
Budapest,Hungary,,,Munich,Germany,,,2015,  400 ,,,EUR,  440 ,  440 ,TRUE,,,Car,,"Facebook, 21 May 2015, https://www.facebook.com/groups/687059208071190/permalink/719694958140948/",
Budapest,Hungary,,,Hamburg,Germany,,,2015,  850 ,,,EUR,  940 ,  940 ,TRUE,,,Car,,"Facebook, 21 May 2015, https://www.facebook.com/groups/687059208071190/permalink/719694958140948/",
Egypt,Egypt,,,Tripoli,Libya,,,2015,"  1,200 ",,,USD,"  1,200 ","  1,200 ",TRUE,,,Boat,,"Facebook, 16 May 2015, https://www.facebook.com/groups/687059208071190/permalink/717305251713252/",
Egypt,Egypt,,,Italy,Italy,,,2015,"  2,700 ",,,USD,"  2,700 ","  2,700 ",TRUE,,,Boat,,"Facebook, 16 May 2015, https://www.facebook.com/groups/687059208071190/permalink/716934375083673/",Promises food and drink on the boat. Price for adults
Egypt,Egypt,,,Italy,Italy,,,2015,  700 ,,,USD,  700 ,  700 ,TRUE,,,Boat,,"Facebook, 16 May 2015, https://www.facebook.com/groups/687059208071190/permalink/716934375083673/",Promises food and drink on the boat. Price for children under 10
Greece,Greece,,,Serbia,Serbia,,,2015,"  1,000 ",,,EUR,"  1,110 ","  1,110 ",TRUE,,,Train,,"Facebook, 5 May 2015, https://www.facebook.com/groups/687059208071190/permalink/711840378926406/",
Greece,Greece,,,Serbia,Serbia,,,2015,  900 ,,,USD,  900 ,  900 ,TRUE,,,Car,,"Facebook, 26 April 2015, https://www.facebook.com/groups/687059208071190/permalink/706313269479117/",
Lebanon,Lebanon,,,Italy,Italy,,,2015,"  7,000 ",,,USD,"  7,000 ","  7,000 ",TRUE,,,Boat,,"Facebook, 26 April 2015, https://www.facebook.com/groups/687059208071190/permalink/705919509518493/",
Egypt,Egypt,,,Italy,Italy,,,2015,"  3,000 ",,,USD,"  3,000 ","  3,000 ",TRUE,,,Boat,,"Facebook, 18 April 2015, https://www.facebook.com/groups/687059208071190/permalink/701330799977364/",
Turkey,Turkey,,,Serbia,Serbia,,,2015,"  3,500 ",,,EUR,"  3,890 ","  3,890 ",TRUE,,,Boat,,"Facebook, 28 March 2015, https://www.facebook.com/groups/687059208071190/permalink/689968207780290/",
Egypt,Egypt,,,Italy,Italy,,,2015,"  2,800 ",,,EUR,"  2,800 ","  2,800 ",TRUE,,,Boat,,"Facebook, 30 June 2015, https://www.facebook.com/permalink.php?story_fbid=378714732322248&id=350259798501075",
Egypt,Egypt,,,Libya,Libya,,,2015,,"  1,200 ","  1,400 ",USD, 1200-1400 ,"  1,300 ",TRUE,,,Overland,,"Facebook, 28 July 2015, https://www.facebook.com/groups/1550395871875196/permalink/1631230647125051/",
Sudan,Sudan,,,Libya,Libya,,,2015,"  1,300 ",,,USD,"  1,300 ","  1,300 ",TRUE,,,Overland,,"Facebook, 24 July 2015, https://www.facebook.com/groups/1509585605988033/permalink/1610553742557885/",
Libya,Libya,,,Italy,Italy,,,2015,"  1,200 ",,,USD,"  1,200 ","  1,200 ",TRUE,,,Boat,,"Facebook, 24 July 2015, https://www.facebook.com/groups/1509585605988033/permalink/1610553742557885/",
Turkey,Turkey,,,United Kingdom,United Kingdom,,,2015,"  15,000 ",,,EUR,"  16,670 ","  16,670 ",TRUE,,,Plane,,"Facebook, 26 July 2015, https://www.facebook.com/groups/1550395871875196/permalink/1630881800493269/",
Istanbul,Turkey,,,Athens,Greece,,,2015,"  2,000 ",,,USD,"  2,000 ","  2,000 ",TRUE,,,Overland and boat,,"Facebook, 26 July 2015, https://www.facebook.com/yamin.alfa/posts/1465731713748179","Overland to turkish coast, then boat"
Zuwara,Libya,,,Italy,Italy,,,2015,"  1,000 ",,,USD,"  1,000 ","  1,000 ",TRUE,,,Boat,,"Facebook, 10 July 2015, https://www.facebook.com/profile.php?id=100009276447845&fref=nf#",Price in comment
Sudan,Sudan,,,Italy,Italy,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,,,Overland and boat,Libya,"Facebook, 7 July 2015, https://www.facebook.com/photo.php?fbid=1458200247832509&set=a.1440510092934858.1073741829.100009276447845&type=1",Via Libya
Egypt,Egypt,,,Italy,Italy,,,2015,"  2,100 ",,,USD,"  2,100 ","  2,100 ",TRUE,,,Overland and boat,Libya,"Facebook, 7 July 2015, https://www.facebook.com/photo.php?fbid=1458200247832509&set=a.1440510092934858.1073741829.100009276447845&type=1",Via Libya
Tunisia,Tunisia,,,Italy,Italy,,,2015,"  1,500 ",,,USD,"  1,500 ","  1,500 ",TRUE,,,Overland and boat,Libya,"Facebook, 7 July 2015, https://www.facebook.com/photo.php?fbid=1458200247832509&set=a.1440510092934858.1073741829.100009276447845&type=1",Via Libya
Algeria,Algeria,,,Italy,Italy,,,2015,"  2,200 ",,,USD,"  2,200 ","  2,200 ",TRUE,,,Overland and boat,Libya,"Facebook, 7 July 2015, https://www.facebook.com/photo.php?fbid=1458200247832509&set=a.1440510092934858.1073741829.100009276447845&type=1",Via Libya
Turkey,Turkey,,,Italy,Italy,,,2015,"  4,200 ",,,USD,"  4,200 ","  4,200 ",TRUE,,,Overland and boat,Libya,"Facebook, 7 July 2015, https://www.facebook.com/photo.php?fbid=1458200247832509&set=a.1440510092934858.1073741829.100009276447845&type=1",Via Libya
Benghazi,Libya,,,Italy,Italy,,,2015,"  2,700 ",,,USD,"  2,700 ","  2,700 ",TRUE,,,Boat,,"Facebook, 1 June 2015, https://www.facebook.com/permalink.php?story_fbid=1438179179834616&id=100009276447845",
Sudan,Sudan,,,Italy,Italy,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,,,Overland and boat,Benghazi,"Facebook, 1 June 2015, https://www.facebook.com/permalink.php?story_fbid=1438179179834616&id=100009276447845","Overland to Benghazi, then boat"
Sudan,Sudan,,,Italy,Italy,,,2015,"  2,800 ",,,USD,"  2,800 ","  2,800 ",TRUE,,,Overland and boat,Sabratha,"Facebook, 1 June 2015, https://www.facebook.com/permalink.php?story_fbid=1438179179834616&id=100009276447845","Overland to Sabratha, then boat"
Lebanon,Lebanon,,,Italy,Italy,,,2015,"  5,500 ",,,USD,"  5,500 ","  5,500 ",TRUE,,,Boat,Libya,"Facebook, 29 May 2015, https://www.facebook.com/permalink.php?story_fbid=1436274023358465&id=100009276447845",Via Libya
Beirut,Lebanon,,,Cyprus,Greece,,,2015,"  2,200 ",,,EUR,"  2,440 ","  2,440 ",TRUE,,,Boat,,"Facebook, 25 July 2015, https://www.facebook.com/photo.php?fbid=110919912587325&set=a.105815259764457.1073741828.100010079493639&type=1",To Greek Cyprus
Turkey,Turkey,,,Austria,Austria,,,2015,"  8,000 ",,,EUR,"  8,890 ","  8,890 ",TRUE,,,Car,,"Facebook, 25 July 2015, https://www.facebook.com/photo.php?fbid=110820985930551&set=a.105815259764457.1073741828.100010079493639&type=1",
Turkey,Turkey,,,Germany,Germany,,,2015,"  8,000 ",,,EUR,"  8,890 ","  8,890 ",TRUE,,,Car,,"Facebook, 25 July 2015, https://www.facebook.com/photo.php?fbid=110820985930551&set=a.105815259764457.1073741828.100010079493639&type=1",
Turkey,Turkey,,,Italy,Italy,,,2015,"  9,000 ",,,USD,"  9,000 ","  9,000 ",TRUE,,,Boat,,"Facebook, 24 July 2015, https://www.facebook.com/permalink.php?story_fbid=110492062630110&id=100010079493639&comment_id=110493385963311&offset=0&total_comments=15&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",Includes visa
Turkey,Turkey,,,Austria,Austria,,,2015,"  6,000 ",,,USD,"  6,000 ","  6,000 ",TRUE,,,Overland and boat,Greece,"Facebook, 22 July 2015, https://www.facebook.com/permalink.php?story_fbid=109563182722998&id=100010079493639","Boat to Greece, then car"
Turkey,Turkey,,,Germany,Germany,,,2015,"  10,000 ",,,USD,"  10,000 ","  10,000 ",TRUE,,,Bus,,"Facebook, 15 July 2015, https://www.facebook.com/permalink.php?story_fbid=106303113049005&id=100010079493639","""No sea and no walking"""
Turkey,Turkey,,,Austria,Austria,,,2015,,"  5,000 ","  5,500 ",USD, 5000-5500 ,"  5,250 ",TRUE,,,Unknown,,"Facebook, 14 July 2015, https://www.facebook.com/permalink.php?story_fbid=105811993098117&id=100010079493639",
Turkey,Turkey,,,Germany,Germany,,,2015,,"  5,000 ","  5,500 ",USD, 5000-5500 ,"  5,250 ",TRUE,,,Unknown,,"Facebook, 14 July 2015, https://www.facebook.com/permalink.php?story_fbid=105811993098117&id=100010079493639",
Turkey,Turkey,,,Bologna,Italy,,,2015,"  9,000 ",,,USD,"  9,000 ","  9,000 ",TRUE,,,Unknown,,"Facebook, 14 July 2015, https://www.facebook.com/permalink.php?story_fbid=105811993098117&id=100010079493639",Includes visa
Turkey,Turkey,,,European Union,European Union,,,2015,"  7,000 ",,,EUR,"  7,780 ","  7,780 ",TRUE,,,Boat and plane,Greece,"Facebook, 14 July 2015, https://www.facebook.com/permalink.php?story_fbid=105811993098117&id=100010079493639","Boat to Greece, plane to EU country"
Turkey,Turkey,,,Italy,Italy,,,2015,"  5,500 ",,,USD,"  5,500 ","  5,500 ",TRUE,,,Boat,,"Facebook, 17 May 2015, https://www.facebook.com/groups/665300950182635/permalink/875647509147977/","""Tourist yacht"""
Turkey,Turkey,,,Budapest,Hungary,,,2015,"  5,500 ",,,EUR,"  6,110 ","  6,110 ",TRUE,,,Unknown,,"Facebook, 10 May 2015, https://www.facebook.com/groups/665300950182635/permalink/872657669446961/",
Turkey,Turkey,,,Italy,Italy,,,2015,"  3,800 ",,,USD,"  3,800 ","  3,800 ",TRUE,,,Boat,Zuwara,"Facebook, 7 May 2015, https://www.facebook.com/groups/665300950182635/permalink/871685569544171/",Via Zuwara
Algeria,Algeria,,,Italy,Italy,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,,,Boat,Zuwara,"Facebook, 7 May 2015, https://www.facebook.com/groups/665300950182635/permalink/871685569544171/",Via Zuwara
Sudan,Sudan,,,Italy,Italy,,,2015,"  2,500 ",,,USD,"  2,500 ","  2,500 ",TRUE,,,Boat,Zuwara,"Facebook, 7 May 2015, https://www.facebook.com/groups/665300950182635/permalink/871685569544171/",Via Zuwara
Egypt,Egypt,,,Italy,Italy,,,2015,"  2,000 ",,,USD,"  2,000 ","  2,000 ",TRUE,,,Boat,Zuwara,"Facebook, 7 May 2015, https://www.facebook.com/groups/665300950182635/permalink/871685569544171/",Via Zuwara
Tunisia,Tunisia,,,Italy,Italy,,,2015,"  1,500 ",,,USD,"  1,500 ","  1,500 ",TRUE,,,Boat,Zuwara,"Facebook, 7 May 2015, https://www.facebook.com/groups/665300950182635/permalink/871685569544171/",Via Zuwara
Zuwara,Libya,,,Italy,Italy,,,2015,"  1,000 ",,,USD,"  1,000 ","  1,000 ",TRUE,,,Boat,,"Facebook, 7 May 2015, https://www.facebook.com/groups/665300950182635/permalink/871685569544171/",
Turkey,Turkey,,,Italy,Italy,,,2015,"  4,500 ",,,USD,"  4,500 ","  4,500 ",TRUE,,,Boat,Zuwara,"Facebook, 12 April 2015, https://www.facebook.com/groups/665300950182635/permalink/859873394058722/",Via Zuwara
Algeria,Algeria,,,Italy,Italy,,,2015,"  3,500 ",,,USD,"  3,500 ","  3,500 ",TRUE,,,Boat,Zuwara,"Facebook, 12 April 2015, https://www.facebook.com/groups/665300950182635/permalink/859873394058722/",Via Zuwara
Sudan,Sudan,,,Italy,Italy,,,2015,"  3,500 ",,,USD,"  3,500 ","  3,500 ",TRUE,,,Boat,Zuwara,"Facebook, 12 April 2015, https://www.facebook.com/groups/665300950182635/permalink/859873394058722/",Via Zuwara
Tunisia,Tunisia,,,Italy,Italy,,,2015,"  2,000 ",,,USD,"  2,000 ","  2,000 ",TRUE,,,Boat,Zuwara,"Facebook, 12 April 2015, https://www.facebook.com/groups/665300950182635/permalink/859873394058722/",Via Zuwara
