,,,,,,,,,,,,,,,,,,,,,
Start,Start Country,Start Lat,Start Long,End,End Country,End Lat,End Long,Year, Price , lower bound , upper bound ,CCY, USD equiv , USD equiv avg ,1 person?,Nationality of Migrant,Nationality of Smuggler,Service,Via,Source,Comment
Turkey,Turkey,,,Greece,Greece,,,2014,"  1,500 ",,,EUR,"  2,000 ","  2,000 ",TRUE,,,Unknown,,"Facebook, 20 November 2014, https://www.facebook.com/749599518449606/photos/a.749604805115744.1073741828.749599518449606/750796084996616/?type=1",
Turkey,Turkey,,,Greece,Greece,,,2014,"  2,500 ",,,EUR,"  3,330 ","  3,330 ",TRUE,,,Overland,,"Facebook, 20 November 2014, https://www.facebook.com/749599518449606/photos/a.749604805115744.1073741828.749599518449606/750796084996616/?type=1",
Izmir,Turkey,,,Greece,Greece,,,2015,"  1,200 ",,,USD,"  1,200 ","  1,200 ",TRUE,,,Boat,,"Facebook, 22 July 2015, https://www.facebook.com/permalink.php?story_fbid=697247187048686&id=591289144311158",
Turkey,Turkey,,,Austria,Austria,,,2015,"  4,000 ",,,USD,"  4,000 ","  4,000 ",TRUE,,,Unknown,,"Facebook, 23 July 2015, https://www.facebook.com/permalink.php?story_fbid=697247187048686&id=591289144311158&comment_id=697295470377191&reply_comment_id=697740033666068&total_comments=1&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",
Turkey,Turkey,,,Greece,Greece,,,2015,"  2,000 ",,,EUR,"  2,220 ","  2,220 ",TRUE,,,Boat,,"Facebook, 19 July 2015, https://www.facebook.com/591289144311158/photos/a.591305827642823.1073741827.591289144311158/696068093833262/?type=1&comment_id=696088250497913&offset=0&total_comments=35&comment_tracking=%7B%22tn%22%3A%22R9%22%7D","""Yacht"""
Izmir,Turkey,,,Greece,Greece,,,2015,"  1,050 ",,,USD,"  1,050 ","  1,050 ",TRUE,,,Boat,,"Facebook, 22 July 2015, https://www.facebook.com/permalink.php?story_fbid=694559657317439&id=591289144311158&comment_id=694563583983713&offset=0&total_comments=12&comment_tracking=%7B%22tn%22%3A%22R0%22%7D",Post that the comment is referring to makes it clear that Greece is the destination
Turkey,Turkey,,,Italy,Italy,,,2015,"  6,000 ",,,USD,"  6,000 ","  6,000 ",TRUE,,,Boat,,"Facebook, 14 July 2015, https://www.facebook.com/permalink.php?story_fbid=694559347317470&id=591289144311158","""Yacht."" Says it's a 2-day trip"
Izmir,Turkey,,,Germany,Germany,,,2015,"  5,000 ",,,USD,"  5,000 ","  5,000 ",TRUE,,,Overland and boat,Greece,"Facebook, 9 July 2015, https://www.facebook.com/591289144311158/photos/a.591305827642823.1073741827.591289144311158/692932224146849/?type=1","Boat to Greece, then overland to Germany"
Bodrum,Turkey,,,Germany,Germany,,,2015,"  5,000 ",,,USD,"  5,000 ","  5,000 ",TRUE,,,Overland and boat,Greece,"Facebook, 9 July 2015, https://www.facebook.com/591289144311158/photos/a.591305827642823.1073741827.591289144311158/692932224146849/?type=1","Boat to Greece, then overland to Germany"
Turkey,Turkey,,,Greece,Greece,,,2015,"  1,100 ",,,USD,"  1,100 ","  1,100 ",TRUE,,,Boat,,"Facebook, 4 July 2015, https://www.facebook.com/591289144311158/photos/a.591305827642823.1073741827.591289144311158/691029477670457/?type=1",
Turkey,Turkey,,,Germany,Germany,,,2015,"  5,000 ",,,USD,"  5,000 ","  5,000 ",TRUE,,,Boat,,"Facebook, 4 July 2015, https://www.facebook.com/591289144311158/photos/a.591305827642823.1073741827.591289144311158/691029477670457/?type=1",
Turkey,Turkey,,,Italy,Italy,,,2015,"  6,000 ",,,USD,"  6,000 ","  6,000 ",TRUE,,,Boat,,"Facebook, 4 July 2015, https://www.facebook.com/591289144311158/photos/a.591305827642823.1073741827.591289144311158/691029477670457/?type=1","""Yacht"""
Turkey,Turkey,,,Sweden,Sweden,,,2015,"  6,000 ",,,USD,"  6,000 ","  6,000 ",TRUE,,,Overland and boat,Greece,"Facebook, 4 July 2015, https://www.facebook.com/591289144311158/photos/a.591305827642823.1073741827.591289144311158/690900621016676/?type=1&comment_id=691027567670648&offset=0&total_comments=29&comment_tracking=%7B%22tn%22%3A%22R9%22%7D","Boat to Greece, then overland (walking and car) to Sweden. Destination in original post and mode of transport in another comment"
Izmir,Turkey,,,Greece,Greece,,,2015,"  1,000 ",,,USD,"  1,000 ","  1,000 ",TRUE,,,Boat,,"Facebook, 1 July 2015, https://www.facebook.com/permalink.php?story_fbid=689755741131164&id=591289144311158",
Izmir,Turkey,,,Germany,Germany,,,2015,"  5,500 ",,,USD,"  5,500 ","  5,500 ",TRUE,,,Overland and boat,"Greece, Macedonia, Serbia, Hungary","Facebook, 29 June 2015, https://www.facebook.com/591289144311158/photos/a.591305827642823.1073741827.591289144311158/689054481201290/?type=1","Boat to Greece, then to Austria via foot/car through Macedonia, Serbia, and Hungary, then train to Germany. Price during non-Ramadan months. Price in comment"
Izmir,Turkey,,,Germany,Germany,,,2015,"  5,000 ",,,USD,"  5,000 ","  5,000 ",TRUE,,,Overland and boat,"Greece, Macedonia, Serbia, Hungary","Facebook, 29 June 2015, https://www.facebook.com/591289144311158/photos/a.591305827642823.1073741827.591289144311158/689054481201290/?type=1","Boat to Greece, then to Austria via foot/car through Macedonia, Serbia, and Hungary, then train to Germany. Price during Ramadan. Price in comment"
Turkey,Turkey,,,Greece,Greece,,,2015,"  1,100 ",,,USD,"  1,100 ","  1,100 ",TRUE,,,Boat,,"Facebook, 25 June 2015, https://www.facebook.com/permalink.php?story_fbid=687498988023506&id=591289144311158",Price in comment
Turkey,Turkey,,,Greece,Greece,,,2014,"  2,400 ",,,EUR,"  3,200 ","  3,200 ",TRUE,,,Boat,,"Facebook, 9 October 2014, https://www.facebook.com/rentinistanbul/photos/a.402565969887913.1073741827.402259006585276/498831130261396/?type=1&comment_id=529572793853896&offset=0&total_comments=144&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",
Mersin,Turkey,,,Italy,Italy,,,2015,"  5,500 ",,,USD,"  5,500 ","  5,500 ",TRUE,,,Boat,,"Facebook, 18 March 2015, https://www.facebook.com/rentinistanbul/photos/a.402565969887913.1073741827.402259006585276/498831130261396/?type=1&comment_id=620365531441288&offset=0&total_comments=144&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",
Izmir,Turkey,,,Austria,Austria,,,2015,"  5,500 ",,,USD,"  5,500 ","  5,500 ",TRUE,,,Boat,Greece,"Facebook, 18 March 2015, https://www.facebook.com/rentinistanbul/photos/a.402565969887913.1073741827.402259006585276/498831130261396/?type=1&comment_id=620365531441288&offset=0&total_comments=144&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",Via Greece
Izmir,Turkey,,,Italy,Italy,,,2015,"  5,500 ",,,USD,"  5,500 ","  5,500 ",TRUE,,,Boat,Greece,"Facebook, 18 March 2015, https://www.facebook.com/rentinistanbul/photos/a.402565969887913.1073741827.402259006585276/498831130261396/?type=1&comment_id=620365531441288&offset=0&total_comments=144&comment_tracking=%7B%22tn%22%3A%22R9%22%7D",Via Greece
Izmir,Turkey,,,Mytilene,Greece,,,2015,"  1,100 ",,,USD,"  1,100 ","  1,100 ",TRUE,,,Boat,,"Facebook, 12 July 2015, https://www.facebook.com/411021812381670/photos/a.411022715714913.1073741828.411021812381670/504918739658643/?type=1",
Izmir,Turkey,,,Chios,Greece,,,2015,"  1,100 ",,,USD,"  1,100 ","  1,100 ",TRUE,,,Boat,,"Facebook, 12 July 2015, https://www.facebook.com/411021812381670/photos/a.411022715714913.1073741828.411021812381670/504918739658643/?type=1",
Izmir,Turkey,,,Rhodes,Greece,,,2015,"  2,000 ",,,EUR,"  2,220 ","  2,220 ",TRUE,,,Boat,,"Facebook, 12 July 2015, https://www.facebook.com/411021812381670/photos/a.411022715714913.1073741828.411021812381670/504918739658643/?type=1","""Yacht"""
Turkey,Turkey,,,Greece,Greece,,,2014,"  2,700 ",,,USD,"  2,700 ","  2,700 ",TRUE,,,Overland,,"Facebook, 11 February 2015, https://www.facebook.com/pages/%D8%A7%D9%84%D9%84%D8%AC%D9%88%D8%A1-%D9%88%D8%A7%D9%84%D9%87%D8%AC%D8%B1%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D9%88%D8%B1%D8%A8%D8%A7/411021812381670",
Turkey,Turkey,,,Germany,Germany,,,2014,"  9,000 ",,,EUR,"  12,000 ","  12,000 ",TRUE,,,Boat,,"Facebook, 11 February 2015, https://www.facebook.com/pages/%D8%A7%D9%84%D9%84%D8%AC%D9%88%D8%A1-%D9%88%D8%A7%D9%84%D9%87%D8%AC%D8%B1%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D9%88%D8%B1%D8%A8%D8%A7/411021812381670","""Plane"""
Turkey,Turkey,,,France,France,,,2014,"  9,000 ",,,EUR,"  12,000 ","  12,000 ",TRUE,,,Boat,,"Facebook, 11 February 2015, https://www.facebook.com/pages/%D8%A7%D9%84%D9%84%D8%AC%D9%88%D8%A1-%D9%88%D8%A7%D9%84%D9%87%D8%AC%D8%B1%D8%A9-%D8%A5%D9%84%D9%89-%D8%A7%D9%88%D8%B1%D8%A8%D8%A7/411021812381670","""Plane"""
Greece,Greece,,,Italy,Italy,,,2014,"  3,500 ",,,EUR,"  4,670 ","  4,670 ",TRUE,,,Boat,,"Facebook, 4 December 2014, https://www.facebook.com/156119081253687/photos/a.196298390569089.1073741829.156119081253687/308967752635485/?type=1",Promises 14-meter yacht with 30 people on it
Istanbul,Turkey,,,Greece,Greece,,,2014,"  2,550 ",,,EUR,"  3,400 ","  3,400 ",TRUE,,,Boat,,"Facebook, 26 June 2014, https://www.facebook.com/156119081253687/photos/a.157700387762223.1073741828.156119081253687/247143625484565/?type=1","""Yacht"""
Izmir,Turkey,,,Greece,Greece,,,2014,"  2,550 ",,,EUR,"  3,400 ","  3,400 ",TRUE,,,Boat,,"Facebook, 26 June 2014, https://www.facebook.com/156119081253687/photos/a.157700387762223.1073741828.156119081253687/247143625484565/?type=1","""Yacht"""
Turkey,Turkey,,,Europe,Europe,,,2014,"  9,000 ",,,EUR,"  12,000 ","  12,000 ",TRUE,,,Boat,,"Facebook, 4 June 2014, https://www.facebook.com/156119081253687/photos/a.157700387762223.1073741828.156119081253687/240822096116718/?type=1","""Plane"""
Libya,Libya,,,Italy,Italy,,,2014,"  3,600 ",,,USD,"  3,600 ","  3,600 ",TRUE,,,Boat,Libya,"Facebook, 2 June 2014, https://www.facebook.com/156119081253687/photos/a.157700387762223.1073741828.156119081253687/240327882832806/?type=1",Via Libya (!!).
Istanbul,Turkey,,,Austria,Austria,,,2014,"  5,500 ",,,EUR,"  7,330 ","  7,330 ",TRUE,,,Overland,"Greece, Macedonia, Serbia, Hungary","Facebook, 14 March 2014, https://www.facebook.com/156119081253687/photos/a.157700387762223.1073741828.156119081253687/217882895077305/?type=1","Via Greece, Macedonia, Serbia, and Hungary"
Istanbul,Turkey,,,Europe,Europe,,,2014,"  13,500 ",,,EUR,"  18,000 ","  18,000 ",TRUE,,,Plane,,"Facebook, 18 January 2014, https://www.facebook.com/permalink.php?story_fbid=196298820569046&id=156119081253687",From Ataturk Airport
Istanbul,Turkey,,,Germany,Germany,,,2014,"  9,000 ",,,EUR,"  12,000 ","  12,000 ",TRUE,,,Truck,,"Facebook, 18 January 2014, https://www.facebook.com/permalink.php?story_fbid=196298820569046&id=156119081253687",
Izmir,Turkey,,,Samos,Greece,,,2014,"  1,300 ",,,EUR,"  1,730 ","  1,730 ",TRUE,,,Boat,,"Facebook, 18 January 2014, https://www.facebook.com/permalink.php?story_fbid=196298820569046&id=156119081253687",
Izmir,Turkey,,,Greece,Greece,,,2014,"  2,400 ",,,EUR,"  3,200 ","  3,200 ",TRUE,,,Boat,,"Facebook, 18 January 2014, https://www.facebook.com/permalink.php?story_fbid=196298820569046&id=156119081253687","""Yacht"""
Istanbul,Turkey,,,Athens,Greece,,,2014,"  2,500 ",,,EUR,"  3,330 ","  3,330 ",TRUE,,,Overland,,"Facebook, 18 January 2014, https://www.facebook.com/permalink.php?story_fbid=196298820569046&id=156119081253687",
Istanbul,Turkey,,,Alexandroupolis,Greece,,,2014,"  1,300 ",,,EUR,"  1,730 ","  1,730 ",TRUE,,,Overland,Evros,"Facebook, 18 January 2014, https://www.facebook.com/permalink.php?story_fbid=196298820569046&id=156119081253687",To the first major town on the Greek side of the Evros
Athens,Greece,,,Germany,Germany,,,2014,"  5,000 ",,,EUR,"  6,670 ","  6,670 ",TRUE,,,Truck,,"Facebook, 18 January 2014, https://www.facebook.com/permalink.php?story_fbid=196298820569046&id=156119081253687",
Athens,Greece,,,Europe,Europe,,,2014,"  5,000 ",,,EUR,"  6,670 ","  6,670 ",TRUE,,,Plane,,"Facebook, 18 January 2014, https://www.facebook.com/permalink.php?story_fbid=196298820569046&id=156119081253687",From Athens airport. Smuggler says he prefers people who don't look Arab and can communicate clearly in English
Istanbul,Turkey,,,Germany,Germany,,,2014,"  8,500 ",,,EUR,"  11,330 ","  11,330 ",TRUE,,,Truck,"Bulgaria, Serbia, Hungary, Austria","Facebook, 18 January 2014, https://www.facebook.com/156119081253687/photos/a.157700387762223.1073741828.156119081253687/196298550569073/?type=1","Via Bulgaria, Serbia, Hungary, and Austria"
Athens,Greece,,,Germany,Germany,,,2014,"  5,000 ",,,EUR,"  6,670 ","  6,670 ",TRUE,,,Truck,"Macedonia, Serbia, Hungary, Austria","Facebook, 18 January 2014, https://www.facebook.com/156119081253687/photos/a.157700387762223.1073741828.156119081253687/196298550569073/?type=1","Via Macedonia, Serbia, Hungary, and Austria"
Turkey,Turkey,,,Sweden,Sweden,,,2013,"  7,500 ",,,EUR,"  10,000 ","  10,000 ",TRUE,,,Boat,Greece,"Facebook, 5 October 2013, https://www.facebook.com/permalink.php?story_fbid=162939803904948&id=156119081253687",Via Greece
Turkey,Turkey,,,Germany,Germany,,,2013,"  7,500 ",,,EUR,"  10,000 ","  10,000 ",TRUE,,,Boat,Greece,"Facebook, 5 October 2013, https://www.facebook.com/permalink.php?story_fbid=162939803904948&id=156119081253687",Via Greece
Egypt,Egypt,,,Spain,Spain,,,2013,,"  6,500 ","  7,500 ",USD, 6500-7500 ,"  7,000 ",TRUE,Egyptian,,Unknown,,"Facebook, 3 October 2013, https://www.facebook.com/permalink.php?story_fbid=162513443947584&id=156119081253687",
Turkey,Turkey,,,Italy,Italy,,,2013,"  6,000 ",,,EUR,"  8,000 ","  8,000 ",TRUE,,,Boat,,"Facebook, 1 October 2013, https://www.facebook.com/permalink.php?story_fbid=162256590639936&id=156119081253687",
Turkey,Turkey,,,Sweden,Sweden,,,2013,"  8,500 ",,,USD,"  8,500 ","  8,500 ",TRUE,,,Unknown,,"Facebook, 22 September 2013, https://www.facebook.com/permalink.php?story_fbid=159902914208637&id=156119081253687",
Turkey,Turkey,,,Italy,Italy,,,2013,"  5,500 ",,,EUR,"  7,330 ","  7,330 ",TRUE,,,Boat,,"Facebook, 20 September 2013, https://www.facebook.com/permalink.php?story_fbid=159685680897027&id=156119081253687",
Egypt,Egypt,,,Italy,Italy,,,2013,"  7,500 ",,,USD,"  7,500 ","  7,500 ",TRUE,,,Boat,,"Facebook, 18 September 2013, https://www.facebook.com/permalink.php?story_fbid=159007550964840&id=156119081253687","""Yacht"""
Egypt,Egypt,,,Italy,Italy,,,2013,"  3,200 ",,,USD,"  3,200 ","  3,200 ",TRUE,,,Boat,,"Facebook, 12 September 2013, https://www.facebook.com/permalink.php?story_fbid=157901407742121&id=156119081253687",
Gevgelija,Macedonia,,,Serbia,Serbia,,,2015,"  1,500 ",,,EUR,"  1,670 ","  1,670 ",TRUE,Syrian,,Taxi,,"RFI, 16 June 2015, http://www.rfi.fr/europe/20150616-route-balkans-nouveau-passage-migrants-rejoindre-europe/",
Agadez,Niger,,,Libya,Libya,,,2015,  200 ,,,GBP,  310 ,  310 ,TRUE,,,Truck,,"The Independent, 25 July 2015, http://www.independent.co.uk/news/world/africa/inside-nigersboom-in-people-smuggling-sneaking-people-across-the-sahara-to-libya-and-eventually-europe-is-big-business-in-agadez-10414708.html",
Istanbul,Turkey,,,Bulgaria,Bulgaria,,,2013,  800 ,,,EUR,"  1,070 ","  1,070 ",FALSE,Syrian,,Unknown,,"Der Spiegel, 11 September 2014, http://www.spiegel.de/international/europe/europe-tightens-borders-and-fails-to-protect-people-a-989502-3.html",Price for a Syrian mother and twin children
Istanbul,Turkey,,,Lesbos,Greece,,,2014,"  2,500 ",,,EUR,"  3,330 ","  3,330 ",FALSE,Syrian,,Overland and boat,Izmir,"Der Spiegel, 11 September 2014, http://www.spiegel.de/international/europe/europe-tightens-borders-and-fails-to-protect-people-a-989502-3.html","Price for a Syrian mother and twin children. Overland to Izmir, then boat to Lesbos"
Morocco,Morocco,,,Spain,Spain,,,2014,"  3,000 ",,,EUR,"  4,000 ","  4,000 ",TRUE,,,Boat,,"Der Spiegel, 11 September 2014, http://www.spiegel.de/international/europe/europe-tightens-borders-and-fails-to-protect-people-a-989502-2.html",
Turkey,Turkey,,,Greece,Greece,,,2015,"  1,800 ",,,EUR,"  2,000 ","  2,000 ",TRUE,Syrian,,Truck,,"Greek Reporter, 26 July 2015, http://greece.greekreporter.com/2015/07/26/migrants-seeking-ways-to-exit-greece-after-drop-in-trucks-traveling-to-italy/",
Kanjiza,Serbia,,,Hungary,Hungary,,,2015,"  1,500 ",,,EUR,"  1,670 ","  1,670 ",TRUE,Syrian,,Overland,,"RFI, 24 July 2015, http://www.rfi.fr/hebdo/20150724-frontiere-serbie-hongrie-porte-entree-migrants-ue-grece-turquie-syrie/",Price for adults to cross the Tisza river
Kanjiza,Serbia,,,Hungary,Hungary,,,2015,"  1,000 ",,,EUR,"  1,110 ","  1,110 ",TRUE,Syrian,,Overland,,"RFI, 24 July 2015, http://www.rfi.fr/hebdo/20150724-frontiere-serbie-hongrie-porte-entree-migrants-ue-grece-turquie-syrie/",Price for children to cross the Tisza river
Izmir,Turkey,,,Chios,Greece,,,2015,"  1,000 ",,,EUR,"  1,110 ","  1,110 ",TRUE,Syrian,,Boat,,"RFI, 24 July 2015, http://www.rfi.fr/hebdo/20150724-frontiere-serbie-hongrie-porte-entree-migrants-ue-grece-turquie-syrie/",Zodiac
Chios,Greece,,,Athens,Greece,,,2015,  500 ,,,EUR,  560 ,  560 ,TRUE,Syrian,,Unknown,,"RFI, 24 July 2015, http://www.rfi.fr/hebdo/20150724-frontiere-serbie-hongrie-porte-entree-migrants-ue-grece-turquie-syrie/",
Macedonia,Macedonia,,,Serbia,Serbia,,,2015,  500 ,,,EUR,  560 ,  560 ,TRUE,Syrian,,Overland,,"RFI, 24 July 2015, http://www.rfi.fr/hebdo/20150724-frontiere-serbie-hongrie-porte-entree-migrants-ue-grece-turquie-syrie/",
Izmir,Turkey,,,Lesbos,Greece,,,2015,"  1,000 ",,,EUR,"  1,110 ","  1,110 ",TRUE,Syrian,,Boat,,"The Economist, 25 July 2015, http://www.economist.com/news/europe/21659761-levantine-war-zones-leaky-aegean-boats-people-pour-choppy-route-freedom?fsrc=scn/tw/te/pe/ed/achoppyroutetofreedom",Rubber boat
Calais,France,,,United Kingdom,United Kingdom,,,2008,,  300 ,  700 ,EUR, 500-1100 ,  800 ,TRUE,,,Truck,,"New York Times, 28 April 2008, http://www.nytimes.com/2008/04/28/world/europe/28iht-calais.4.12408790.html?pagewanted=all&_r=0",
Tunisia,Tunisia,,,Italy,Italy,,,2011,,  500 ,"  1,500 ",EUR, 710-2140 ,"  1,430 ",TRUE,Tunisian,,Boat,,"CARIM, 2011, http://cadmus.eui.eu/bitstream/handle/1814/18977/CARIM_ASN_2011_65.pdf?sequence=1",
Eritrea,Eritrea,,,Kassala,Sudan,,,2010,"  3,000 ",,,USD,"  3,000 ","  3,000 ",TRUE,Eritrean,,Overland,,"CARIM, 2010, http://cadmus.eui.eu/bitstream/handle/1814/15290/CARIM_RR_2010_02.pdf?sequence=1",
Kassala,Sudan,,,Khartoum,Sudan,,,2010,  270 ,,,USD,  270 ,  270 ,TRUE,Eritrean,,Overland,,"CARIM, 2010, http://cadmus.eui.eu/bitstream/handle/1814/15290/CARIM_RR_2010_02.pdf?sequence=1",
Sudan,Sudan,,,Egypt,Egypt,,,2010,,  200 ,"  1,500 ",USD, 200-1500 ,  850 ,TRUE,Eritrean,,Overland,,"CARIM, 2010, http://cadmus.eui.eu/bitstream/handle/1814/15290/CARIM_RR_2010_02.pdf?sequence=1",
Egypt,Egypt,,,Israel,Israel,,,2010,,  500 ,  700 ,USD, 500-700 ,  600 ,TRUE,Eritrean,,Overland,,"CARIM, 2010, http://cadmus.eui.eu/bitstream/handle/1814/15290/CARIM_RR_2010_02.pdf?sequence=1",
Cairo,Egypt,,,Europe,Europe,,,2010,,"  4,500 ","  5,000 ",USD, 4500-5000 ,"  4,750 ",TRUE,Egyptian,,Boat,,"CARIM, 2010, http://cadmus.eui.eu/bitstream/handle/1814/15290/CARIM_RR_2010_02.pdf?sequence=1",
Sudan,Sudan,,,Libya,Libya,,,2010,"  1,000 ",,,USD,"  1,000 ","  1,000 ",TRUE,Eritrean,,Overland,,"CARIM, 2010, http://cadmus.eui.eu/bitstream/handle/1814/15290/CARIM_RR_2010_02.pdf?sequence=1",
Egypt,Egypt,,,Italy,Italy,,,2008,"  15,000 ",,,EGP,"  3,180 ","  3,180 ",TRUE,Egyptian,,Overland and boat,Libya,"CARIM, 2008, http://cadmus.eui.eu/bitstream/handle/1814/10113/CARIM_AS%26N_2008_68.pdf?sequence=1","Overland to Libya, then boat to Italy"
Egypt,Egypt,,,Europe,Europe,,,2008,"  50,000 ",,,EGP,"  15,080 ","  15,080 ",TRUE,Egyptian,,Plane,,"CARIM, 2008, http://cadmus.eui.eu/bitstream/handle/1814/10113/CARIM_AS%26N_2008_68.pdf?sequence=1",
Iraq,Iraq,,,Lebanon,Lebanon,,,2008,  200 ,,,USD,  200 ,  200 ,TRUE,Iraqi,,Overland,,"CARIM, 2009, http://cadmus.eui.eu/bitstream/handle/1814/10791/CARIM_RR_2009_05.pdf?sequence=1",
Iraq,Iraq,,,Europe,Europe,,,2008,,"  5,000 ","  20,000 ",USD, 5000-20000 ,"  12,250 ",TRUE,Iraqi,,Unknown,Lebanon,"CARIM, 2009, http://cadmus.eui.eu/bitstream/handle/1814/10791/CARIM_RR_2009_05.pdf?sequence=1",Via Lebanon
Bamako,Mali,,,Gao,Mali,,,2010,"  10,000 ",,,XOF,  19 ,  19 ,TRUE,Malian,,Overland,,"CARIM, 2011, http://cadmus.eui.eu/bitstream/handle/1814/18479/CARIM_ASN_2011_53.pdf?sequence=1",
Gao,Mali,,,Borj,Algeria,,,2010,,"  10,000 ","  50,000 ",XOF, 19-95 ,  57 ,TRUE,Malian,,Overland,,"CARIM, 2011, http://cadmus.eui.eu/bitstream/handle/1814/18479/CARIM_ASN_2011_53.pdf?sequence=1",
Morocco,Morocco,,,Spain,Spain,,,2008,  600 ,,,USD,  600 ,  600 ,TRUE,,,Boat,,"CARIM, 2008, http://cadmus.eui.eu/bitstream/handle/1814/10094/CARIM_AS%26N_2008_50.pdf?sequence=1",Lowest-cost journey
Morocco,Morocco,,,Spain,Spain,,,2008,"  5,000 ",,,USD,"  5,000 ","  5,000 ",TRUE,,,Boat,,"CARIM, 2008, http://cadmus.eui.eu/bitstream/handle/1814/10094/CARIM_AS%26N_2008_50.pdf?sequence=1",Most expensive trip. Includes papers
Morocco,Morocco,,,Canary Islands,Spain,,,2008,,"  1,500 ","  3,000 ",EUR, 2380-4760 ,"  3,570 ",TRUE,,,Boat,,"CARIM, 2008, http://cadmus.eui.eu/bitstream/handle/1814/10094/CARIM_AS%26N_2008_50.pdf?sequence=1",
Dakar,Senegal,,,Canary Islands,Spain,,,2009,,"  300,000 ","  500,000 ",XOF, 650-1080 ,  870 ,TRUE,Senegalese,,Boat,,"CARIM, 2010, http://cadmus.eui.eu/bitstream/handle/1814/14629/CARIM_ASN_2010_56.pdf?sequence=1",
Ziguinchor,Senegal,,,Canary Islands,Spain,,,2009,"  400,000 ",,,XOF,  850 ,  850 ,TRUE,Senegalese,,Boat,,"CARIM, 2010, http://cadmus.eui.eu/bitstream/handle/1814/14405/CARIM_ASN_2010_50.pdf?sequence=1",
Saint-Louis,Senegal,,,Canary Islands,Spain,,,2009,,"  300,000 ","  400,000 ",XOF, 650-850 ,  750 ,TRUE,Senegalese,,Boat,,"CARIM, 2010, http://cadmus.eui.eu/bitstream/handle/1814/14405/CARIM_ASN_2010_50.pdf?sequence=1",
Damascus,Syria,,,Greece,Greece,,,2010,"  1,500 ",,,EUR,"  1,880 ","  1,880 ",TRUE,Iraqi Kurd,,Overland,,"Migration Policy Center, June 2015, http://cadmus.eui.eu/bitstream/handle/1814/36296/MPC_2015_10_PB.pdf?sequence=1",
Greece,Greece,,,Italy,Italy,,,2011,"  2,000 ",,,EUR,"  2,860 ","  2,860 ",TRUE,Iraqi Kurd,,Boat,,"Migration Policy Center, June 2015, http://cadmus.eui.eu/bitstream/handle/1814/36296/MPC_2015_10_PB.pdf?sequence=1",
Syria,Syria,,,Germany,Germany,,,2014,"  8,000 ",,,EUR,"  10,670 ","  10,670 ",TRUE,Syrian,,Overland and boat,,"Migration Policy Center, June 2015, http://cadmus.eui.eu/bitstream/handle/1814/36296/MPC_2015_10_PB.pdf?sequence=1","Via ""several states"""
Punjab,India,,,United Kingdom,United Kingdom,,,2008,"  20,000 ",,,EUR,"  31,750 ","  31,750 ",TRUE,Indian,,Unknown,Belgium,"Migration Policy Center, 2012, http://www.india-eu-migration.eu/media/CARIM-India-2012-28.pdf",Via Belgium and/or the French Alps
China,China,,,United Kingdom,United Kingdom,,,2006,"  300,000 ",,,CNY,"  37,500 ","  37,500 ",TRUE,Chinese,,Plane,"Romania, Germany","Paul Hamlyn Foundation, 2008, http://oppenheimer.mcgill.ca/IMG/pdf/Report_no_right_to_dream.pdf",Via Romania and Germany
Ireland,Ireland,,,United Kingdom,United Kingdom,,,2006,"  6,700 ",,,GBP,"  12,730 ","  12,730 ",TRUE,Chinese,,Unknown,,"Paul Hamlyn Foundation, 2008, http://oppenheimer.mcgill.ca/IMG/pdf/Report_no_right_to_dream.pdf",
Bodrum,Turkey,,,Greece,Greece,,,2015,"  1,100 ",,,USD,"  1,100 ","  1,100 ",TRUE,,,Boat,,"Facebook, 25 July 2015, https://www.facebook.com/permalink.php?story_fbid=698532130253525&id=591289144311158",
Bodrum,Turkey,,,Greece,Greece,,,2015,"  2,000 ",,,EUR,"  2,220 ","  2,220 ",TRUE,,,Boat,,"Facebook, 25 July 2015, https://www.facebook.com/permalink.php?story_fbid=698532130253525&id=591289144311158","22-meter boat, supposedly"
Istanbul,Turkey,,,Greece,Greece,,,2015,"  1,050 ",,,USD,"  1,050 ","  1,050 ",TRUE,,,Boat,Izmir,"Facebook, 26 July 2015, https://www.facebook.com/photo.php?fbid=1488305058129732&set=a.1387180481575524.1073741827.100008507556554&type=1","Bus and then train to Izmir, followed by boat. Supposedly 9-meter boat"
Mersin,Turkey,,,Italy,Italy,,,2015,"  5,500 ",,,EUR,"  6,110 ","  6,110 ",TRUE,,,Boat,,"Facebook, 26 July 2015, https://www.facebook.com/permalink.php?story_fbid=472687436242055&id=462807273896738",
Istanbul,Turkey,,,Mytilene,Greece,,,2015,"  1,100 ",,,USD,"  1,100 ","  1,100 ",TRUE,,,Boat,,"Facebook, 24 July 2015, https://www.facebook.com/permalink.php?story_fbid=472001076310691&id=462807273896738",
